,BertzCT,ATSp8,Smax38,Smax39,Geto,Chi5ch,Smax35,Smax36,Smax37,Smax30,Smax31,Smax32,Smax33,EstateVSA0,bcutv9,Chi4c,bcutv7,bcutv4,bcutv5,bcutv2,bcutv3,QNmin,CIC1,Hy,Smin68,SPP,MATSm4,Smax8,Smax34,EstateVSA1,naccr,Smax1,Smax2,Smax3,Smax4,Smax5,Smax6,Smax7,MATSe4,Qindex,bcute14,bcutp15,Smax55,MATSm5,ATSv8,S44,S45,S46,S47,S40,S41,S42,S43,S48,S49,CIC4,GATSp5,GATSp4,GATSp7,GATSp6,GATSp1,MATSm2,GATSp3,GATSp2,bcutp12,MATSm6,GATSp8,VSAEstate7,Smin78,Chiv6ch,bcutv12,Tac,Smin72,Smin73,Smin70,Smin71,Smin76,Smin77,Smin74,Smin75,bcute12,Chiv9,Chiv8,Smin9,MATSv8,Chiv5,Chiv4,Chiv7,Chiv6,Chiv1,Chiv0,Chiv3,Chiv2,bcutv6,Gravto,Smin,bcutm9,bcutm8,bcutm7,bcutm6,bcutm5,bcutm4,bcutm3,bcutm2,bcutm1,ATSe1,ATSp2,Chi8,Chi9,ATSp7,ATSp6,ATSp5,ATSp4,Chi2,Chi3,LDI,Chi1,Chi6,Chi7,Chi4,Chi5,SIC5,ndonr,SIC4,TPSA1,MATSe7,bcutv16,QNss,bcutv10,nhal,ATSe2,bcutv13,Chiv4c,SIC6,LogP,SIC1,MATSe6,MATSv4,PEOEVSA1,Smax49,Smax48,S68,S69,Smax45,Smax44,Smax47,S65,Smax41,Smax40,Smax43,Smax42,Smin54,Smin55,Smin56,Chiv5ch,Smin50,nring,Smin52,Smin53,PC2,PC3,PC1,PC6,Smin59,PC4,PC5,Shev,Rnc,Shet,bcutm16,MR,Xu,MATSm3,nphos,S9,dchi4,dchi3,dchi2,dchi1,dchi0,S3,S2,S1,EstateVSA7,S7,S6,S5,S4,SIC0,S66,ATSe3,S67,ATSe4,S64,ATSe5,VSAEstate0,VSAEstate1,S19,S18,VSAEstate4,VSAEstate5,VSAEstate6,Smax9,S13,S12,S11,S10,S17,S16,S15,S14,GATSm2,GATSm3,GATSm1,GATSm6,S60,GATSm4,GATSm5,ZM2,GATSm8,S61,bcutp6,Smax67,Smax66,Smax65,Smax64,Smax63,Smax62,Smax61,Smax60,Thara,IVDE,bcute15,Smax69,Smax68,bcutp16,Smax0,bcutp14,Smin57,ATSe7,bcutp13,bcutp10,bcutp11,GMTI,MATSp1,DZ,Smax50,Smin51,MATSe3,QHmax,bcute11,bcute10,Qmin,Smin18,CIC5,ATSv2,CIC6,Smax51,CIC0,CIC3,CIC2,VSAEstate2,bcutp8,bcutp9,bcutp4,Smin58,ATSe6,PEOEVSA10,bcutp1,bcutp2,bcutp3,ncarb,ATSv5,VSAEstate9,kappam1,TIAC,kappam3,kappam2,bcute7,S39,S38,LogP2,S35,S34,S37,S36,S31,S30,S33,S32,Smin25,Smin24,naro,Smin26,Smin21,Smin20,Smin23,Smin22,Qass,bcute3,PEOEVSA9,PEOEVSA8,Smin29,Smin28,QCmax,phi,MATSp4,Tpc,Getov,MATSp3,QOmin,MATSp2,GATSv3,GATSv2,GATSv1,GATSv7,GATSv6,GATSv5,GATSv4,GATSv8,QCss,bcutv11,mChi1,ISIZ,MATSe2,Chiv10,slogPVSA2,slogPVSA3,slogPVSA0,slogPVSA1,ncocl,slogPVSA7,slogPVSA4,slogPVSA5,Chi4ch,slogPVSA8,slogPVSA9,ATSm4,ATSm5,VSAEstate10,slogPVSA11,Chi3ch,Chiv3c,Platt,S57,S56,S55,S54,S53,S52,S51,S50,EstateVSA8,Sitov,S59,S58,PEOEVSA3,Mpc,PEOEVSA2,MATSp7,Smin61,GATSe2,Smin27,MZM1,EstateVSA4,PEOEVSA0,EstateVSA5,PEOEVSA7,bcute5,EstateVSA6,PEOEVSA6,Pol,Smax29,Smax28,PEOEVSA5,MATSp6,MATSp8,Smax23,Smax22,Smax21,Smax20,Smax27,Smax26,Smax25,Smax24,bcute13,kappa1,EstateVSA2,kappa3,kappa2,EstateVSA3,IC1,Arto,IC0,MATSp5,Smax54,IDET,AWeight,bcute6,Hato,Chiv4ch,IC4,TPSA,bcutm10,GATSe1,S79,ncoi,Smin5,Smax58,Smax59,Smax56,Smax57,S73,S72,S75,Smax53,ncof,S76,MATSm7,Tsch,ATSp3,MATSm1,Smin69,QHss,Smax76,noxy,Smin60,Smin63,Smin62,Smin65,Smin64,Smin67,Smin66,slogPVSA10,Smin43,Smin42,MATSv1,ATSv6,MATSv3,MATSv2,MATSv5,Smin41,MATSv7,MATSv6,diametert,GATSe8,VSAEstate3,Smin8,W,nta,GATSe3,ntb,GATSe6,GATSe7,GATSe4,GATSe5,Ipc,knotpv,PEOEVSA4,Weight,Chiv3ch,ndb,SIC2,EstateVSA10,QNmax,VSAEstate8,bcutv14,bcute4,UI,bcute2,bcute1,LabuteASA,bcutv15,Mnc,ATSv3,bcute9,bcute8,SIC3,knotp,AW,MATSe8,nsb,slogPVSA6,ATSv4,Smax78,MATSm8,ATSv7,Chiv4pc,Smax71,Smax72,Smax73,Smax74,Smax75,Shal,Smax77,nnitro,Chi3c,QOss,Smin40,Smin47,Smin46,Smin45,Scar,IDE,Smin49,Smin48,ncobr,MATSe1,IC2,S62,MRVSA9,MRVSA8,MRVSA5,MRVSA4,MRVSA7,MRVSA6,MRVSA1,MRVSA0,MRVSA3,GATSm7,ATSm1,EstateVSA9,GMTIV,J,Qmax,Smin44,bcutm14,Tnc,bcutp5,QHmin,ZM1,bcute16,S78,Tigdi,Smax,bcutp7,MATSe5,Smin36,Smin37,Smin34,Smin35,Smin32,Smin33,Smin30,Smin31,MRVSA2,radiust,nhyd,Smin38,Smin39,Smax12,Smax13,Smax10,Smax11,Smax16,Smax17,Smax14,Smax15,ATSe8,Smax18,Smax19,bcutv1,S71,S63,PEOEVSA13,PEOEVSA12,PEOEVSA11,S70,nsulph,DS,ATSm8,Save,Hatov,Smax46,Smax52,Smin12,S74,QCmin,Mac,S77,IC3,nhet,ATSv1,nhev,IC6,IC5,petitjeant,Smin6,Smin7,Smin4,QOmax,Smin2,Smin3,Smin0,Smin1,ATSp1,Smax70,Chi4pc,S22,S23,S20,S21,S26,S27,S24,S25,MZM2,ATSm6,S28,S29,ATSm2,bcutm15,ATSm3,nrot,Sito,S8,bcutm12,Smin10,Smin11,Rpc,Smin13,Smin14,Smin15,Smin16,Smin17,Chi10,Smin19,bcutv8,ATSm7,bcutm13,Chi0,bcutm11,Chi6ch
A2058,0.000421026,0.00853469,0,0,0.001861788,0.000279071,0.000757915,0,0.002984939,0,0.000154388,0,0.009492121,0.003754786,0.001786852,0.000102715,0.004745823,0.0024601,0.001522379,0.000756095,0.000949168,0.003310148,0.001042316,0.004364903,0,0.001406148,0.002325792,0.001719077,0.004755794,0.002524171,0.000532698,0,0,0,0,0,0.001273668,0,0.000995876,0.0022397,0.003037465,0.001853879,0,0.002238288,0.004070512,0,0,0,0,0,0,0,0,0,0,0.001691596,0.001674783,0.001853959,0.001338401,0.001078162,0.002616397,0.001389727,0.004095775,0.000603115,0.001603642,0.002074267,0.002032255,0.004570073,0,0.001048486,0.001440005,0.000898018,0,0,0,0,0,0,0,0,0.002764419,0.000730478,0.002811868,0,0.001394302,0.001748551,0.000941209,0.000765075,0.00113944,0.001260222,0.001467391,0.001417556,0.001164347,0.001992243,0.000274255,0.002235481,0.001385751,0.000959059,0.00123029,0.000634215,0.000632139,0.002201606,0.002549968,0.001282649,0.002645822,0.000525909,0.000714296,0.003024555,0.003382362,0.003431377,0.003695307,0.002680582,0.003697608,0.000879972,0.001695571,0.001069436,0.000867913,0.003172613,0.003584186,0.001022233,0.000454214,0.001507452,0.00135879,0.002008596,0.001938819,0.003300346,0.002198747,0.002526906,0.000994665,0.00230078,0.00342695,0.001572622,0.000598002,0.000895043,0.004743112,0.001128326,0.002548813,0.001011914,0.001051628,0.000245382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00067768,3.91E-05,0.000899515,5.35E-05,3.77E-05,0.001490625,0.002500302,0.000509068,0.002855444,0,0.002261638,0.003235043,0.001522285,0.002050763,0.004799133,0.002384735,0.000891811,0.002059942,0.000849899,0,0.002088853,0.00107761,0.001686167,0.001660545,0.000925417,0.008089888,0,0,0,0.003021581,0.00149896,0,0,0,0.004385038,0,0.002430938,0,0.004260789,0,0.004857045,0,0,0.000838988,0.000432259,0,0,0,0,0.007133416,0.001802209,0.000398684,0,0.005249811,0.011492254,0,0,0.001772407,0.001991556,0.002115023,0.002126618,0,0.00181963,0.000907718,0.00119323,0.002851202,0,0.001047751,0,0,0,0,0,0,0,0,0.00236379,0.001860133,0.000634464,9.43E-05,0,0.001464413,0,0.000884306,0,0.007326111,0.001657563,0.002100843,0.001010756,0.000715929,0.001153133,0.001159212,3.21E-05,0,0.000577683,0.005124051,0.002425666,0.003336179,0.001764602,0.001333123,0.001090847,0.000946347,0.001200696,0,0.003266027,0.002251826,0.003816391,0,0.000832065,0.002677915,0.002799583,0,0.007126821,0.000635307,0.001653608,0.002715746,0.001348488,0.000849262,0.006297817,0.000114885,0.002622343,0.000926296,0.003101304,0.004126904,0.003515597,0,0.004720168,0.006401393,0.003095441,0.010870909,8.44E-06,0.001204528,0,0.000458977,0,0.000160327,0,0.000143189,0.001747339,0,0,0.000694836,0.001383874,0,0.001223264,0.001638231,0.004582659,0.00286497,0.000648833,0.000846097,0.002507675,0.002556264,0.001211148,0.0017378,0.010835877,0.001938214,0.001841769,0.001827869,0.000918454,0.001068577,0.00244974,0.002011983,0.001538138,0.001988078,0.000880193,0.000539655,0.003518147,0.001090263,0.004059342,0.001542186,0.002069357,0.001078865,0.007586062,0.002801839,0.002260416,0.002041946,0,0.000997852,0.003492032,0.00196301,0,0,0.009472722,0.002468522,0.002384819,0,0.000166453,0,0.000541149,0.001796514,0,0,0,0,0,0,1.21E-05,0.000601632,0.001653119,0.000325037,0,0,8.56E-05,0.008502882,0.011636442,0.002335382,0,0.000472492,0,0.004802053,0.001330215,0.001545246,0.00152097,0.001289126,0.001276407,0.002587978,0.003016311,0.002898108,0.00028352,0.00073011,0.002615098,0.001112693,0.001582156,0.001789866,0,0,0.000330199,0,0,0,0.000142476,0.001389778,0.003905596,0.002208042,0.002344966,0.001373126,0.001638327,0.000555957,0.001249328,0.000931381,0.002404396,0,0.00157181,0.001172051,0.001424387,0.000868241,0.000124189,0.004005491,0.002422669,0.002183994,0.000841437,0,0,0,0,0,0,0,0,0,0,2.72E-05,0.001997304,0,0.002832484,0.001288788,0.001106079,0.000853101,0.000315031,0.004391097,0,0.001759794,0,0,0,0,0,0,0,0.000221734,0,0,0.002025017,0.002890841,0.002013434,0.000972415,0.001543404,0,0.00216353,0.001047099,0.000795239,0.001551264,0,0.003307209,0.001187369,0.002006578,0.002692406,0,0.002234531,0.001995537,0.00120585,0.002308806,0.000726211,0.002376968,0,0.000784334,0,0.001339019,0.001010924,0,0.002068386,0.004404789,0.002722355,0.001411914,0.00226075,0.00107534,0.001901452,0.001490651,0.00152657,0.001494232,0.002186622,0.001576472,0.002936675,0.001488887,0.004301213,0.001717636,0.003533767,0.006195656,9.55E-06,0.00378856,0,0.002464347,0.003243695,0.000950379,0,0,0,0,0,0.016701067,0,0.002355068,0.002170512,0.004334798,0,0,0,0,0.003871199,0.001814875,0.000620811,0,0.000144997,0.001476369,0.001944305,0,0.002609447,0.000468942,0.002201075,0.004975051,0,0.003636293,0,0.00352663,0.002496927,0.003632287,0.000684304,0.005854353,0.001141065,0.001612193,0.0026997,0,0.002825017,0.004125707,0.002261393,0.004626861,0.000544587,0.00128964,0,0.000490723,0.002063271,0.002336905,0.001936684,1.20E-05,0.001353426,0.001430932,0.000371313,0,0.008587164,0,7.05E-05,0.001933365,0.000488144,0.004829657,0,0,0.001644409,0,0.000666583,0.003703887,0.00889912,0.000518281,0,0.006563392,0.004331483,0.000827116,0,0.002196911,0,0,0.00125194,0.001654348,0.000869421,0.000333924,0.000972354,0.000321789,0.007779997,0.010323241,0.008667006,0,9.54E-05,0.00512082,0,0.001213558,0.000817854,0,0.001096674,0.000575976,0.000817229,0.000514687,0.00443556,0.002357406,0.000667828,0.001350764,0,0,0.001036176,0,0,0,0,0.001142102,0,0.003518133,0,0,0,0.005480724,4.54E-05,0,0.002173868,0.000172195,0.004288253,0.001378112,0,0.000520835,0.000714184,0.00296063,0.000952374,0.002869847,0.002188517,0,0.002430587,0.001269076,0.00137728,0.000951451,0,0,0.01352672,0.003472455,0.000781707,0.002053948,0,0.001107466,0.002943257,0.003307371,0.002281829,0.002584374,0.002288845
A2780,0.002489428,0.00350797,0,0,0.001712714,0.000826689,0.000897253,0.000350104,0.000306456,0,0.000263426,0,0.007625916,0.00253712,0.002459674,0.000433539,0.001280992,0.000694937,0.001604551,0.001910552,0.001668302,0.003207339,0.00187616,0.006828574,0,0.00217766,0.003406697,0.001622557,0.00260527,0.003563122,0.001603141,0,0,0,0,0,0.001163292,0.000118366,0.001990176,0.00241657,0.001596092,0.001159053,0,0.003073173,0.003689509,0,0,0,0,0,0,0,0,0,0,0.001703555,0.001963602,0.001347713,0.002633342,0.00171447,0.002202593,0.002851878,0.001857621,0.001827967,0.002525689,0.002613945,0.002298843,0.001162885,0,0.00191091,0.002074545,0.004793289,0,0,0,0,0,0,2.07E-05,0,0.001564216,0.001732654,0.000861967,0,0.002245907,0.001685022,0.002827647,0.002267957,0.001443117,0.000728931,0.000994037,0.002177614,0.002293158,0.001388205,0.001940583,0.00201136,0.002447588,0.001457825,0.002902055,0.001233029,0.001856874,0.001949385,0.001505884,0.0016363,0.002440629,0.0016207,0.001866337,0.003239855,0.004540199,0.004056855,0.006406002,0.004927217,0.005700675,0.002128593,0.002830665,0.001600383,0.001549338,0.003282263,0.003329505,0.001821486,0.002314755,0.002050174,0.001659299,0.002176428,0.005006289,0.002774734,0.002063805,0.002096796,0.002975905,0.000221508,0.003550985,0.0017415,0.000451325,0.001807372,0.003210089,0.002315155,0.001397687,0.001998817,0.003543095,2.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000809241,3.63E-06,0.000216945,0.001074364,0.000190077,0.001102375,0.002856231,0.000581042,0.009069776,0,0.005809894,0.008738013,0.00273974,0.004989602,0.002743693,0.001528273,0.001138484,0.001669368,0.001944747,0,0.001718032,0.001968369,0.002777968,0.001296707,0.003430897,0.001972536,0,0,0,0.003002746,0.003405402,0,0,0,0.002765175,0,0.005471048,0,0.005664146,0,0.005120438,0,0,0.001133668,0.000844215,0,0,0,0,0.002745421,0.002636227,0.00088721,0,0.001669192,0.002822944,4.20E-05,0,0.002548171,0.001847339,0.003830514,0.001082077,0,0.001955508,0.001372061,0.001438572,0.002242145,0,0.001514096,0,0,0,0,0,0,0,0,0.002294012,0.005222644,0.00158512,1.55E-05,0,0.001570855,0,0.000797543,0,0.005856981,0.001761315,0.002343872,0.001584608,0.001435259,0.002446635,0.001672593,4.02E-05,0,0.002661946,0.002958972,0.001700787,0.003261406,0.002081042,0.001261305,0.00152864,0.001182247,0.001666879,0,0.002615314,0.002093334,0.002009464,0,0.001754291,0.002821258,0.000847882,0,0.005874283,0.001022987,0.003377279,0.001837597,0.001483051,0.002343174,0.004104496,0.000894983,0.003296321,0.001642366,0.002917301,0.002252542,0.000896257,0,0.000313145,0.00432961,0.003625101,0.003878051,0.000483647,0.00339661,0,0.000878606,0,0.000342758,2.37E-06,0.000419054,0.001151046,0,0,0.000456717,0.002432212,0,0.002068407,0.001667141,0.001657573,0.002960026,0.000579763,0.000963991,0.002327529,0.004001706,0.001998197,0.003897108,0.001531375,0.00212898,0.001992698,0.001134067,0.002712356,0.001343476,0.002109846,0.001454714,0.001466499,0.001851792,0.001507811,0.002556046,0.001809424,0.001673561,0.00460762,0.001864971,0.001721746,0.001702038,0.005649146,0.001214394,0.001734477,0.001513267,6.43E-05,0.00130624,0.002969275,0.002371579,0,0,0.001739122,0.004075003,0.003932262,0,0.000288246,6.62E-05,0.002471698,0.001901484,0,0,0,0.000141027,0.000786185,0,0.000175493,0,0.001068548,0.002904747,0,0,0.000907842,0.001294156,0.001268354,0.004115695,0,0.001929125,1.29E-05,0.001968481,0.001499616,0.003002225,0.001860976,0.002319961,0.001914989,0.001785298,0.00156584,0.006643587,0.000960269,0.001029575,0.006115683,0.002035467,0.002219036,0.00332597,0,0,0.000317432,7.51E-05,0,0,0.000300741,0.001399952,0.002983592,0.00192333,0.00325926,0.002226678,0.001896017,0.002032619,0.001951567,0.001891086,0.001535487,0,0.001700381,0.001748535,0.001697925,0.001356893,0,0.004889025,0.004282975,0.001635223,0.001572982,0,0,0,0,0,0,0,0,0,0,0.000190578,0.000160949,0,0.001967342,0.00192711,0.003025552,0.002209931,0,0.002623852,0,0.001069476,0,0,0,0,0,0,0,0.000187712,0,0,0.003009648,0.004793634,0.002262303,0.001170647,0.002059127,0,0.003509901,0.001725727,0.000797939,0.002867685,0,0.002162032,0.000986715,0.001811681,0.003749198,0,0.001347602,0.001392732,0.002129248,0.002136486,0.001434145,0.003341779,8.93E-05,0.001355649,0,0.001377031,0.001871489,0,0.001853444,0.006725805,0.0009703,0.001260298,0.002133047,0.002204588,0.004347411,0.001386882,0.00092769,0.002373603,0.003983122,0.003399638,0.001865576,0.002094314,0.009024026,0.001469505,0.001858158,0.003310023,6.82E-05,0.007168032,0,0.002715981,0.005312876,0.003787881,0,0,0,0,0,0.000624665,0,0.001203808,0.003054708,0.003896655,0,0,0,0,0.00234491,0.002230783,0,0,0,0.001908408,0.001925467,0,0.002074332,0.001083168,0.001629967,0.003790137,0,0.002511797,3.27E-05,0.003350496,0.005648236,0.002520411,0.001508934,0.001568492,0.001663929,0.001772822,0.001971219,0,0.001365127,0.004504762,0.001587354,0.00231475,0.000612277,0.001576469,0,0.002051866,0.002186518,0.001429754,0.001913197,0.000248494,0.000177818,0.001851494,0.001058309,0,0.00365867,0,0.000259138,0.003232383,0.000879146,0.002141102,0,0,0.001311161,0,0.000904004,0.001728936,0.001674588,0.000635325,4.07E-05,0.003991132,0.005862401,0.000568994,0,0.003728019,0,0,0.001671076,0.000841814,0.00119052,6.87E-06,0.001676832,0.002502015,0.003083608,0.001921039,0.001546993,0,0.001132686,0.003762238,0,0.001160003,0.001851969,0,0.002367502,0.000600232,0.001622517,0.001239572,0.006282604,0.003024234,0.000989284,0.002592168,0,0,0.003806241,0,0,0,0,0.002555364,0,0.008357365,0,0,0,0.000497488,0,0,0.003437436,0.000150121,0.003391918,0.005939913,7.24E-05,0.001275673,0.002684723,0.001391804,0.002930614,0.001705495,0.001060658,0,0.002210821,0.000334365,0.002434492,0.002044629,0,0,0.002892889,0.002225074,0.000495849,0.003821586,0,0.002365893,0.004140037,0.001987436,0.003680938,0.001199314,0.00175913
A375,0.002288393,0.002408143,0,0,0.002324743,0.001448068,0.001280868,8.57E-05,0.001425778,0,0.001620405,0,0.007088554,0.008328689,0.002260636,0.000555459,0.001612007,0.002332236,0.00253006,0.00178453,0.004444537,0.00214986,0.001678898,0.002104231,0,0.002685485,0.001940118,0.00193276,0.003824944,0.004597141,0.001371149,0,0,0,0,0,0.002313797,0,0.001335026,0.001732907,0.00100078,0.001619543,0,0.001472519,0.001326341,0,0,0,0,0,0,0,0,0,0,0.001942001,0.002570674,0.001696477,0.00307937,0.002340885,0.00279519,0.003322177,0.00291029,0.003865898,0.000804128,0.00164049,0.007739006,0.00062858,0,0.001890744,0.001267369,0.004581747,0,0,0,0,0,0,0.00169803,0,0.000929499,0.00185407,0.001743983,0,0.007066135,0.001184518,0.00113039,0.001889568,0.001317704,0.001265632,0.001524194,0.001417635,0.001474144,0.001920652,0.002075562,0.005488614,0.002570171,0.000879192,0.001654628,0.001043068,0.0021686,0.001169671,0.001239928,0.001838657,0.002754426,0.001501488,0.002827549,0.004152949,0.003645372,0.001302567,0.001408786,0.002418439,0.001347098,0.000835974,0.001480823,0.001376011,0.001088121,0.003603982,0.003216705,0.002411951,0.003052474,0.002187204,0.000904505,0.001877398,0.004397111,0.001817858,0.001437838,0.00136342,0.00309681,6.75E-05,0.000960899,0.001146946,0.002321285,0.002596935,0.002529162,0.001692237,0.001750261,0.001369154,0.001331294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000915994,0.000210375,0.000194156,0.000254754,7.05E-05,0.000579781,0.002542321,0.000709628,0.003416408,0,0.002865649,0.002186889,0.004121284,0.007681822,0.00888069,0.002161992,0.001656983,0.001366512,0.001224082,0,0.002656183,0.001917506,0.002172074,0.001549402,0.002319904,0.001868868,0,0,0,0.001287902,0.003568685,0,5.81E-05,0,0.001554157,0,0.00135448,0,0.002209071,0,0.00208429,0,0,0.002663552,0.001589767,0,0,0,0,0.004675445,0.001763795,0.001158335,0,0.009280855,0.003611576,3.79E-05,0,0.004184699,0.002269055,0.001155489,0.002093052,0,0.001581129,0.001653315,0.001868561,0.002860378,0,0.002131617,0,0,0,0,0,0,0,0,0.001028939,0.002675886,0.001229286,2.23E-05,0,0.001768411,0,0.001342137,0,0.001618939,0.001843023,0.002101622,0.002177692,0.000686876,0.0020982,0.00203185,5.41E-05,0,0.001465536,0.006713599,0.002695075,0.004280597,0.00306477,0.000946765,0.001841256,0.001172132,0.002677699,0,0.003184823,0.00145962,0.002122519,0,0.002905901,0.003079328,0.001264308,0,0.001846369,0.000864565,0.002331601,0.002207713,0.002255067,0.001374284,0.00213945,0.000475943,0.002477135,0.002040407,0.002680539,0.003404954,0.000991634,0,0.000236839,0.002075074,0.003879308,0.005211728,0.00010322,0.001043608,0,0.000429765,0,0.001333282,1.96E-05,6.44E-05,0.001008814,0,0,0.000171236,0.001041361,0,0.002189811,0.00211795,0.001940736,0.001963287,0.000518165,0.001401746,0.002483556,0.003703188,0.001091668,0.004002794,0.001850689,0.001268255,0.003063944,0.002772883,0.002066985,0.00392739,0.002400922,0.001894241,0.002852329,0.00230227,0.001213186,0.007665896,0.00211415,0.0015819,0.003527711,0.00262109,0.001763099,0.001891028,0.003503681,0.003400145,0.001303713,0.001765794,5.84E-05,0.001099591,0.002830057,0.001671501,0,0,0.001253118,0.003637481,0.002037225,0.000181229,0.000319237,6.54E-05,0.002832399,0.000931427,0,0,0,0.000139133,0.000215537,0,0.000240024,5.11E-06,0.001757375,0.001595477,0,0,0.000208402,0.001605686,0.002744321,0.002077425,0,0.003620088,0.000123091,0.00275171,0.000865151,0.001744666,0.001239559,0.001524273,0.001303277,0.002473067,0.002776859,0.001291931,0.000696348,0.002314597,0.001798726,0.002558817,0.006293475,0.00146609,0,0,0.000115506,9.89E-05,0,1.14E-05,0.000122273,0.001856904,0.002122973,0.001693046,0.002693075,0.002267252,0.001328091,0.001556496,0.002604262,0.002145819,0.002453263,0,0.001399563,0.002807531,0.000888981,0.002575924,0,0.002971148,0.005764861,0.006962717,0.003038398,0,0.001912558,0,0,0,0,0,0,0,0.001454732,8.97E-05,0.000147609,0,0.002686812,0.00091243,0.001405639,0.002413106,5.53E-06,0.002668852,0,0.001595644,0,0,0,0,0,0,0,0.000624987,0,0,0.003025612,0.000855106,0.001859542,0.00206922,0.002617937,0,0.002404195,0.001225516,0.001170076,0.006685581,0,0.003519471,0.00102806,0.002363031,0.002217081,1.37E-05,0.002410648,0.001355045,0.001513675,0.002458083,0.001420568,0.002129531,0.000157283,0.001589887,7.82E-05,0.001795115,0.002538745,0.000490059,0.002311616,0.002885865,0.001631089,0.000944769,0.002156749,0.001542166,0.004355829,0.0013423,0.00145271,0.002659453,0.000964716,0.002354596,0.0016449,0.002119769,0.004042132,0.002012239,0.005851262,0.002462036,5.56E-05,0.001365884,0,0.007487292,0.001250087,0.002036632,0,0,0,0.002410337,0,0.00085155,0,0.000729059,0.002905643,0.002807209,0,0,0,0,0.004196445,0.002117112,3.17E-06,0,2.98E-05,0.002288871,0.003956562,0,0.003300666,0.000955334,0.001843767,0.002684256,0,0.003538063,1.08E-05,0.006010605,0.001744242,0.001990784,0.001368811,0.007107956,0.001369657,0.002597235,0.001815829,0,0.001020374,0.003872152,0.002020889,0.001450707,0.0010278,0.001331612,0,0.000847836,0.004354905,0.00100978,0.002104588,4.22E-05,0.000723528,0.004382973,0.001252519,0,0.003899605,9.65E-06,0.000787376,0.001101092,0.000369576,0.002135482,0,0,0.00150303,0,0.008715977,0.004507952,0.003259316,0.001498673,2.74E-05,0.007301065,0.001016112,0.000688048,0,0.003526577,0,0,0.000843446,0.00099318,0.000673174,0.000140452,0.001628993,0.005731764,0.003955749,0.004523245,0.002563218,0,0.000681162,0.003781595,0,0.001059037,0.001719958,0,0.003801822,0.001740514,0.001395549,0.001296731,0.001843352,0.002577021,0.000503975,0.009176535,0,3.79E-05,0.001690224,0,0,0,0,0.001329412,0,0.006100921,0,0,0,0.000160022,6.98E-06,0,0.001676838,0.000147583,0.002795394,0.001977661,0.000111754,0.000697215,0.001338528,0.001311962,0.003649781,0.001543521,0.00188398,0,0.001372109,0.009304071,0.002088999,0.002855019,0,6.16E-05,0.005291233,0.005088408,0.001367739,0.004007816,0,0.001331801,0.001527492,0.0015479,0.002181971,0.001492181,0.001864536
