cell_line,14-3-3_beta,14-3-3_epsilon_Caution,14-3-3_zeta,4E-BP1,4E-BP1_pS65,4E-BP1_pT37_T46,4E-BP1_pT70,53BP1,A-Raf_pS299_Caution,ACC_pS79,ACC1_Caution,Acetyl-a-Tubulin (Lys40)_Caution,ACVRL1_Caution,ADAR1,Akt,Akt_pS473,Akt_pT308,alpha-Catenin,AMPK_alpha_Caution,AMPK_pT172,Annexin 1,Annexin_VII,AR,ASNS,ATM,B-Raf_Caution,B-Raf_pS445,Bad_pS112,Bak_Caution,Bap1 c-4,Bax,Bcl-2,Bcl-xL,Beclin_Caution,beta-Catenin,beta-Catenin_pT41_S45,beta Actin_Caution,Bid_Caution,Bim(CST2933),Bim(EP1036),BRCA2_Caution,c-Jun_pS73,c-Kit,c-Met_Caution,c-Met_pY1235,c-Myc_Caution,C-Raf(BD610151)_Caution,C-Raf(MP05-739),C-Raf_pS338,Caspase-7_cleavedD198_Caution,Caspase-8_Caution,Caveolin-1,CD20 _Caution,CD31,CD49b,CDK1,Chk1_Caution,Chk1_pS345_Caution,Chk2,Chk2_pT68_Caution,cIAP_Caution,Claudin-7,Collagen_VI,Cyclin_B1,Cyclin_D1,Cyclin_E1,Cyclin_E2_Caution,Di-Ras3_Caution,DJ-1,Dvl3,E-Cadherin,eEF2_Caution,eEF2K,EGFR,EGFR_pY1068_Caution,EGFR_pY1173,eIF4E,eIF4G_Caution,ER-alpha,ER-alpha_pS118,ERCC1_Caution,ERK2_Caution,ETS-1,FASN,Fibronectin,FoxM1,FOXO3a_Caution,FOXO3a_pS318_S321_Caution,FRA1_Caution,G6PD,Gab2,GAPDH_Caution,GATA3,GSK-3-BETA_Caution,GSK3-alpha-beta,GSK3-alpha-beta_pS21_S9,GSK3_pS9,HER2,HER2_pY1248_Caution,HER3,HER3_pY1289_Caution,Heregulin,HSP70_Caution,IGFBP2,INPP4B,IRS1,JAK2,JNK_pT183_Y185,JNK2_Caution,Ku80_Caution,Lck,MAPK_pT202_Y204,MDM2_pS166,MDMX_MDM4(BetIHC-00108)_Caution,MEK1,MEK1_pS217_S221,MIG-6,Mre11_Caution,MSH2,MSH6_Caution,mTOR,mTOR_pS2448_Caution,MYH11,Myosin IIa pS1943,N-Cadherin,N-Ras,NDRG1_pT346,NF-kB-p65_pS536_Caution,NF2_Caution,Notch1,P-Cadherin_Caution,p14 Arf(BetA300-340A)_Caution,p21,p27,p27_pT157_Caution,p27_pT198,p38 alpha MAPK,p38_MAPK,p38_pT180_Y182,p53_Caution,p62 Lck ligand_Caution,p70S6K,p70S6K_pT389,p90RSK_Caution,p90RSK_pT359_S363_Caution,p90RSK_pT573_Caution,PAI-1,PARP_cleaved_Caution,Paxillin_Caution,PCNA_Caution,PDCD4_Caution,PDK1,PDK1_pS241,PEA15,PEA15_pS116,PI3K-p110-alpha_Caution,PI3K-p85,PKC-alpha,PKC-alpha_pS657_Caution,PKC-delta_pS664,PKC-pan_BetaII_pS660,Porin,PR,PRAS40_pT246,PRDX1,PREX1,PTEN,Rab25,Rad50,RAD51,Raptor,Rb_Caution,Rb_pS807_S811,RBM15,Rictor_Caution,Rictor_pT1135,RSK1-2-3_Caution,S6_pS235_S236,S6_pS240_S244,SCD1,SETD2_Caution,SF2,Shc_pY317,SHP-2_pY542_Caution,Smac_Caution,Smad1,Smad3,Smad4,Snail_Caution,Src,Src_pY416_Caution,Src_pY527,STAT3_Caution,STAT3_pY705,STAT5-alpha,Stathmin,Syk,TAZ,TFRC,TIGAR,Transglutaminase,TSC1_Caution,TTF1,Tuberin,Tuberin_pT1462,VAV1_Caution,VEGFR2,VHL_Caution,XBP1_Caution,XRCC1_Caution,YAP_Caution,YAP_pS127_Caution,YB-1,YB-1_pS102
A375,0.008182,-0.00335,-0.021646000000000002,0.8740620000000001,-0.595079,0.069832,-0.258373,-0.637714,-0.10176,0.326154,0.51558,-0.182292,0.388874,0.110948,0.9499629999999999,-0.478559,-0.69767,-0.006517,0.169601,0.7787430000000001,0.854661,-0.191524,0.117271,0.721298,1.317808,0.277348,0.100632,0.007345999999999999,0.073825,0.244229,0.132167,0.19176300000000002,-0.684966,0.29570599999999997,-0.8694139999999999,-0.044666000000000004,-1.0790389999999999,-0.153108,-1.01979,-0.570029,-0.148787,-0.28394899999999995,0.059763,-0.227215,0.118024,-0.282528,0.48117600000000005,0.072299,-0.127585,0.330171,0.08173899999999999,0.095442,-0.06837,0.281393,0.134192,-0.033082,-0.549482,-0.110464,-0.341199,0.480159,0.688643,-0.26667399999999997,-0.249881,-1.081222,-0.573216,0.399644,-0.29079,0.07445,0.324901,-0.194682,-1.039987,-0.034535,0.24580700000000003,-1.163466,-0.758013,-0.035695,-0.21316100000000002,-0.276553,0.1977,0.074772,0.03005,-0.182618,-0.43582600000000005,-0.183824,-0.092162,-0.7840090000000001,0.075173,-0.015588999999999999,0.6025020000000001,-0.03437,-0.00299,-0.465471,-0.275276,1.020942,0.370688,0.607887,1.168058,-0.051311,-0.39013400000000004,1.385743,-0.11891099999999999,-0.076167,-0.011703,-0.412602,0.3667,-0.39264699999999997,0.505642,-0.27965999999999996,-0.135974,-0.37588299999999997,-0.477055,0.626421,0.435737,1.061282,-0.275071,0.98661,0.41150600000000004,0.135382,0.311041,-0.342717,0.464397,0.244294,-0.029606999999999998,-1.8092599999999999,0.189992,0.101372,0.559172,1.238165,-0.100856,-0.43313599999999997,-0.379758,-0.790208,-0.521841,0.37409000000000003,0.125338,0.13633,-0.155658,-0.209204,-0.711875,-0.30918,0.637356,0.376767,-0.759023,0.541079,0.173281,1.026084,-0.318815,0.045874,0.948174,-0.393349,0.944451,-0.256079,0.063965,0.13355699999999998,-0.133595,0.28217600000000004,0.321802,0.041232,0.27937,0.09680599999999999,1.0267870000000001,-1.508149,0.083071,-0.362769,0.023733,1.070871,0.32875,0.176406,0.267559,-0.37661999999999995,0.18016500000000002,-0.335359,-1.071979,-0.30335100000000004,0.368641,-0.124927,0.7841319999999999,0.789245,-0.893267,-0.163522,0.104181,0.290026,0.011118000000000001,-0.5579029999999999,0.037307,0.007979,-0.172811,-0.027173000000000003,0.646101,0.385268,-0.268838,-0.269326,0.014519999999999998,0.063,1.284845,-0.133421,-1.263004,0.360558,-1.888393,-0.022619,0.17491700000000002,0.29073699999999997,-0.41445200000000004,0.593283,0.014953,0.327798,-0.98124,-1.79253,0.16384,-0.183692,-0.462107,-0.651093,-0.136208,0.8672200000000001
T47D,0.046212,0.13101500000000002,-0.047201,0.26328,0.627995,0.849992,0.101286,-0.101737,0.8494790000000001,1.065821,1.623645,-0.011452,0.188183,-0.1389,0.176713,0.9914870000000001,0.191247,0.500793,0.23560100000000003,0.4478,-1.321053,0.381175,1.415153,0.192274,0.6509050000000001,-0.178979,0.252292,-0.387405,-0.036599,-0.193105,-0.701146,-0.028919999999999998,-0.15945,0.240707,0.22665,0.023190000000000002,0.292873,-0.21030500000000002,-1.187222,-0.7948109999999999,-0.017113,-0.517653,-0.116889,-0.31332600000000005,-0.186764,-1.0003819999999999,1.2556459999999998,0.6954899999999999,0.210756,-0.245627,-0.34344,-2.793112,-0.15529300000000001,0.417181,0.16838699999999998,-0.47626999999999997,0.619726,-0.265011,-0.072163,-0.007664,0.722483,2.366653,-0.6791149999999999,1.050189,-0.547241,-0.240521,0.37493899999999997,0.081611,0.006587000000000001,0.317245,4.273161,-0.247129,-0.20509000000000002,-1.170136,-0.483495,-0.11616199999999999,0.018916,0.5568069999999999,3.394685,0.37154,0.276414,-0.310598,-0.592439,1.716198,-0.825923,-0.18320899999999998,0.114863,-0.13358299999999998,-0.42481899999999995,-0.188889,0.997237,-1.462537,3.724395,0.611123,0.117798,-1.210713,-1.201122,0.6642680000000001,-0.004278,0.9558629999999999,-0.211259,-0.143924,0.193445,1.620687,0.571503,-0.31967199999999996,-0.49332299999999996,-0.49353500000000006,-0.05570599999999999,-0.15296700000000002,-0.60729,-0.062794,-0.409229,-0.166415,-0.500995,-0.540935,-0.23365500000000003,0.066411,0.237328,-0.20738800000000002,0.604038,0.235921,-0.47490200000000005,-1.007766,-0.6241180000000001,0.144749,-0.536768,-0.9692850000000001,-0.564343,-0.05461900000000001,-0.05387,0.25226,0.37085300000000004,0.300535,0.23469,0.10968699999999999,0.261812,0.554899,-0.6452359999999999,0.865772,-0.284668,0.28477399999999997,0.035438,0.052161,-0.10346500000000002,0.0,-0.537346,0.09083200000000001,-0.39303699999999997,-0.18557,1.472591,0.477495,0.896288,0.06690800000000001,-0.232382,0.403615,0.6551859999999999,-0.843041,-1.23363,-0.337687,-0.862821,-2.013656,0.8313440000000001,-0.287119,0.034175,2.291295,1.087024,1.651843,0.33982399999999996,0.270499,0.11728599999999999,-0.18973900000000002,0.25924899999999995,-0.422961,-0.284655,0.134507,0.277231,0.400287,0.155673,0.356107,-0.155932,0.37297600000000003,0.141026,-0.30728099999999997,0.30553600000000003,-0.290017,-0.553705,0.198186,-0.09303099999999999,0.5717770000000001,-0.6349020000000001,0.228149,1.039663,-0.29836,-0.07002,-0.000487,1.299988,-0.42605299999999996,0.635518,-0.5147619999999999,-0.370202,-0.10736,-0.284529,0.5365449999999999,-0.350898,0.548244,0.48373599999999994,4.376461,-0.10666199999999999,0.0009199999999999999,0.559326,0.577818,-0.143582,-0.567909
NCIH1650,0.090673,-0.215902,0.367288,-0.546265,-0.29344000000000003,-0.422176,-0.16448,0.610645,0.680447,-0.11419100000000001,0.079399,-0.374114,0.15124300000000002,0.135323,0.11631300000000001,1.654378,1.7429810000000001,0.9984190000000001,-0.004522,-0.185473,1.020139,-0.249022,-0.123074,-1.6496549999999999,-0.9648610000000001,0.28369099999999997,0.131,-0.07987999999999999,-0.13371,0.024647,-0.269189,-0.32948299999999997,-0.307777,-0.074768,1.857731,0.5072810000000001,0.433225,-0.098428,0.142778,0.06009199999999999,0.214475,-0.203808,0.301649,-0.051088,-0.127474,-0.509726,0.20570100000000002,0.088723,0.037119,0.164993,0.045852,1.947181,-0.21718600000000002,0.09599500000000001,0.7560720000000001,-0.17464100000000002,0.399871,-0.102433,0.224507,0.24556999999999998,0.046972,2.932554,0.047407,0.422699,-0.35431799999999997,0.288491,0.015127000000000002,0.0038469999999999997,-0.078749,0.321282,4.935548000000001,-0.613796,0.7744300000000001,0.543075,0.939083,-0.079568,-0.032417,0.48436999999999997,0.003331,-0.254429,-0.042998,-0.08201699999999999,-0.151668,0.4918,0.039495999999999996,0.184845,-0.02585,-0.100636,-0.50284,-0.084973,-1.534133,0.987146,0.6936770000000001,0.025977999999999998,-0.008046,0.14619200000000002,-0.190132,1.12085,0.6574220000000001,0.17796099999999998,-0.237734,0.054877999999999996,0.040645,1.621802,0.22432,-0.322027,-0.120273,-0.396778,-0.33850399999999997,0.066961,0.245292,0.340878,0.021296000000000002,-0.34649,0.022132,-0.091017,0.169469,0.001567,-0.091478,-0.268338,0.496521,0.142532,-0.201444,1.025094,-0.5824550000000001,0.005412,-0.18443199999999998,-0.254863,0.177385,-0.11560999999999999,1.476666,-0.704151,0.201625,-0.08505900000000001,0.046335,-0.25290100000000004,-0.020355,0.024103,0.479159,-0.351247,0.8997299999999999,-0.282627,-0.301031,0.252746,-0.270352,0.211966,-0.5342560000000001,-0.282913,0.710199,0.03456,0.088037,0.042401,0.040816000000000005,-0.007737000000000001,-0.191932,-0.192244,-0.27124299999999996,-0.4751,-0.493422,-0.023593,0.021287999999999998,0.18523599999999998,-0.035961,0.714661,0.050586,0.3411,-2.399357,0.9265129999999999,-0.276239,0.31200300000000003,0.10194600000000001,-0.42636899999999994,-0.668523,0.177282,0.640482,-0.157356,0.483792,-1.2358040000000001,-1.072618,0.5021720000000001,-0.15037899999999998,-0.07251200000000001,0.11568800000000001,0.084523,-0.30953200000000003,0.032669,-0.11993,-0.12259300000000001,1.563024,0.26705,-0.089814,-0.491982,0.791508,0.09663300000000001,0.493551,-0.22772199999999998,-1.393135,0.046861,-0.049204000000000005,-0.18125,1.1052549999999999,-0.011526999999999999,-0.46028900000000006,-0.022966,0.28727800000000003,-0.025901999999999998,1.362259,-1.0462049999999998,-0.09018,0.41404300000000005,0.667813,1.189805,-0.183839,-0.095589
A2058,-0.038060000000000004,0.11496600000000001,0.29883200000000004,0.503724,0.549438,0.59809,0.643768,-0.381867,-0.40233,0.13855399999999998,0.296601,2.0039,0.024649,-0.30329,0.36528499999999997,-0.306295,-0.262687,-0.24325500000000003,0.47469399999999995,-0.233287,-0.622207,-0.322847,-0.154245,-0.028977,0.247401,0.138147,-0.063023,-0.139514,0.042852,0.146127,-0.032762,0.47560699999999995,0.574723,-0.169913,0.369126,0.494417,-0.22840500000000002,0.143893,-0.392683,-0.170738,0.029519,-0.332471,0.078529,-0.155801,-0.08470499999999999,-0.504215,0.504363,0.26477399999999995,-0.09261,-0.373299,-0.028051,0.840875,0.070113,-0.27073,0.0266,-0.249085,0.34738,0.221244,-0.137322,-0.24513000000000001,-0.104082,-0.40918499999999997,-0.268916,0.22011999999999998,0.382889,1.1388770000000001,1.310691,-0.30159600000000003,0.024749,-0.14440899999999998,-1.617226,1.8184779999999998,0.390178,-1.002545,-0.9112870000000001,0.007142,-0.185612,0.437154,-0.524774,0.067727,0.254696,0.344929,0.691078,0.520301,1.144007,0.241535,-0.214464,0.124358,0.6662859999999999,1.623661,0.815241,1.539151,-0.83283,-0.392892,0.13808499999999999,0.5217189999999999,0.691769,0.44560299999999997,-0.408118,1.556985,-0.037011,-0.067985,0.321369,0.12050899999999999,-0.21459699999999998,-0.034718,0.219597,-0.55761,0.166947,0.259759,0.552649,-0.469658,1.078492,0.438241,0.21251799999999998,0.09834,0.064497,-0.166821,-0.255633,0.41016199999999997,0.076405,0.009891,-0.121873,0.21580700000000003,0.366735,-0.31307199999999996,0.0,0.986676,0.395569,0.916256,0.217623,-0.564873,0.359242,-0.219052,-0.196881,0.05691,0.089804,0.298142,-0.25725,0.015908000000000002,0.06258,0.23282399999999998,-0.653468,-0.257956,-0.052624000000000004,-0.063552,-0.573347,-0.0002,0.492329,0.096177,-0.238853,-0.077276,-0.075475,0.430683,1.491571,-0.156614,0.592585,-0.13679000000000002,-0.27424299999999996,-0.16051500000000002,-0.002379,0.008203,-0.087377,0.30759200000000003,-0.479338,-0.07534199999999999,-1.636351,-0.617921,-0.078529,-0.26921999999999996,-0.019306999999999998,-0.589776,-0.7275119999999999,-0.393421,0.158219,0.349502,-0.33373800000000003,0.69676,1.472465,0.907568,-0.148222,-0.164857,-0.38797800000000005,-0.660605,-0.082969,-0.054768,0.090567,-0.13505,0.28477399999999997,0.0035380000000000003,0.570878,0.43762299999999993,0.266621,-0.167526,1.296633,-0.338226,-2.1800450000000002,0.49386199999999997,0.22611599999999998,-0.28712,0.346103,-0.5410189999999999,0.938573,0.041027,0.400441,-0.34108099999999997,0.16128,-1.3698620000000001,0.546351,-0.054207000000000005,-0.503433,-0.415066,0.157472,0.283331
RKO,0.478105,0.145031,1.325573,1.703181,1.534449,1.587823,1.563114,-3.606157,0.145738,-1.8310240000000002,-3.3713699999999998,-1.026194,-0.055975,-1.0589030000000001,0.622252,3.2696810000000003,2.690667,-0.20911799999999997,0.329244,0.47288900000000006,-1.188927,-0.038308,0.22865100000000002,1.528728,-2.8470459999999997,1.1966299999999999,0.972938,0.27106199999999997,-0.11387699999999999,-2.129171,1.507852,0.747603,0.203587,-0.660479,-3.277743,-0.201087,-0.863634,0.49541599999999997,-0.888747,-0.558399,-0.140921,0.248252,-0.052715,-0.26014,0.176616,0.8573559999999999,-1.9861970000000002,-0.8641559999999999,0.099402,-0.14158199999999999,-0.582557,-3.178591,-0.572789,0.564077,0.278403,1.8181209999999999,-1.031574,-0.121992,0.41489799999999993,0.016205,0.422455,-0.105478,1.27809,-0.002708,0.403654,0.199401,-0.47676,0.10628900000000001,1.2836610000000002,-2.0875340000000002,-1.059931,2.084658,1.240258,-0.650255,-1.830815,0.043970999999999996,1.8031990000000002,-3.962818,0.041012,-0.244164,0.021194,1.597877,-0.66137,-2.363929,1.148792,-1.610001,0.007692,-0.273361,1.063199,-0.235609,-1.01595,1.069458,-1.009233,0.559055,1.185106,1.677488,0.9512290000000001,0.28652,-0.108537,-0.673759,0.08340800000000001,-0.688588,0.337779,2.009018,-0.326151,-0.387462,-1.466901,0.8728299999999999,0.9068870000000001,-1.409009,1.112608,2.677473,-1.038111,-0.167101,1.255665,1.5834549999999998,-0.793791,0.11853399999999999,-0.44750200000000007,-0.480832,-3.970277,-1.884416,-0.937292,-2.371255,-0.5194840000000001,0.5882,-0.880251,-0.44425299999999995,-1.790462,0.19601300000000002,-0.46104700000000004,-0.111222,0.749054,-0.248117,0.202645,-0.07270700000000001,1.540485,1.976539,2.2814650000000003,-0.14967,-1.050772,0.10956800000000001,0.40333,0.05996,0.035431,0.6485890000000001,3.7355379999999996,-0.330158,-0.32852600000000004,2.17021,-2.0302990000000003,-0.897437,-1.627448,0.95235,-0.11666800000000001,-0.415157,-1.055311,0.658676,-1.4904540000000002,0.018144,0.300767,0.196346,0.349555,0.5642550000000001,0.665506,0.386071,-1.295847,-0.034731,-1.634959,1.643001,-1.3975,-0.911592,-1.7731810000000001,-1.915348,-1.936923,-0.178598,-0.05821799999999999,0.771101,0.8341770000000001,0.08387,-0.011897,-0.975844,-0.10260699999999999,-0.349835,0.805502,0.285494,-0.594828,-0.056014,0.06737,0.8776510000000001,0.672686,1.563069,-2.296037,-0.7934399999999999,0.651379,0.760458,1.522571,0.108142,-1.5909799999999998,1.7034060000000002,-0.6577890000000001,-0.27145,0.687343,-3.3689910000000003,-0.329669,-0.19966099999999998,-1.900657,-1.825711,-0.005829,-1.8228259999999998,0.476234,1.315619,0.38348699999999997,1.614592
A2780,-0.112724,0.079082,-0.43116099999999996,0.753555,1.025781,1.3570879999999998,0.44851199999999997,1.171533,-0.36258,1.2412379999999998,1.34047,-0.60148,-0.10431700000000001,0.520465,0.157331,2.036728,1.5636809999999999,-0.581854,-0.29752399999999996,0.22075799999999998,-1.920736,-0.26200300000000004,-0.051937,2.279348,0.998341,-0.536133,0.46412600000000004,-0.2018,0.17031500000000002,0.225698,0.666966,0.178058,-0.15368900000000002,-0.003971,-1.197236,-0.22286999999999998,-0.601943,0.07673300000000001,-1.5151,-0.7961010000000001,-0.43536499999999995,-0.536674,0.16278499999999999,-0.358732,0.116468,-0.324088,1.145341,0.7597649999999999,0.5290279999999999,0.4804,0.155752,-2.953479,0.122054,-0.169179,-0.7236319999999999,0.759428,0.266345,-0.04845,0.8995340000000001,0.066174,0.208774,-0.5595760000000001,-0.162663,0.165418,-0.152302,0.938809,-0.057812999999999996,0.008582,0.20524099999999998,0.059685,-1.4686700000000001,0.46178100000000005,-0.15036300000000002,-0.8819940000000001,-0.250194,0.074589,0.399887,0.18542,-0.122472,0.17041800000000001,-0.145612,-0.298063,-0.009772,0.135967,0.11043599999999999,-0.6189979999999999,-0.277185,-0.182949,-0.907061,-0.7010460000000001,-0.24665399999999998,-0.699969,-0.5346989999999999,0.0015630000000000002,0.080264,0.717025,0.460786,0.134747,-0.190813,-0.732946,0.030869999999999998,-0.002779,-0.187002,1.0925120000000001,-0.085187,-0.504317,0.265314,-0.28984,0.132881,0.8177399999999999,0.45577399999999996,0.659977,0.34822600000000004,0.964844,-0.145074,0.30944099999999997,0.057816,0.009144,0.9570780000000001,1.010359,0.36817300000000003,0.20111800000000002,-0.085787,-0.870526,0.05984,-0.186648,-0.8646149999999999,-1.3201399999999999,0.000122,0.22888200000000003,-0.534954,-0.47532299999999994,0.352765,-0.041524,-0.092565,-0.11541199999999999,0.057731,0.17175,-0.035266000000000006,-0.273596,-0.382227,0.44910600000000006,0.853506,-0.008579999999999999,-0.042497,0.6143689999999999,0.44629300000000005,0.288086,-0.151359,0.17075,0.12390599999999999,-0.24892399999999998,-0.06954400000000001,-0.27568200000000004,0.174083,0.20136500000000002,0.032625,-0.901234,-1.493773,-0.48147299999999993,-0.089417,0.6055149999999999,-0.0029739999999999996,0.429183,-0.356683,-0.465292,-0.11668800000000001,-0.4392,0.155529,0.110321,0.469599,0.045529,-0.307817,-0.020985,-0.767811,-0.061485000000000005,0.069967,-0.369865,-0.5302399999999999,0.31958000000000003,0.086374,0.226452,0.202933,0.360072,-0.174004,0.07564,-0.117658,0.184159,-0.244061,-0.178344,0.929666,0.5827060000000001,0.010407,-0.41739799999999994,-1.256976,-0.15398299999999998,-1.984806,-0.195191,0.52828,0.658499,-0.34708,0.253031,0.063644,0.22530300000000003,0.045195,-0.297502,-1.6403150000000002,-1.419885,0.583132,0.071216,0.306154,0.29162,-0.046844,0.001066
UACC62,0.558284,0.204378,0.470174,0.876202,0.9302790000000001,1.061549,0.613679,-0.181411,-0.409254,0.7889079999999999,0.363794,-0.034281,0.473364,-0.162856,1.732594,1.9103459999999999,1.527508,-0.726584,0.373841,0.592618,1.442736,-0.36604699999999996,-0.062502,0.054013,0.812014,0.320993,-0.10823800000000001,0.380652,-0.16201300000000002,-0.333767,1.377089,-0.32121,0.602328,0.27818200000000004,-0.736887,-0.040764,1.511942,0.071586,-1.126946,-0.777506,-0.448879,-0.64932,0.128031,-0.245085,-0.27921399999999996,-0.42098100000000005,-0.338093,-0.032882,-0.20746900000000001,-0.19338,0.172818,-0.968298,0.251469,-0.595075,-0.277658,0.809607,-0.9415540000000001,-0.132267,-0.126449,0.179044,-0.288477,-0.45258100000000007,-0.22338899999999998,-1.253774,-0.013427000000000001,1.1435600000000001,-0.5031180000000001,-0.153324,0.665802,-0.1523,-1.752313,1.8902330000000003,0.495828,-0.556509,-0.856727,-0.060461,-0.165546,-0.38403899999999996,-0.36181199999999997,-0.112703,0.42083999999999994,1.244659,1.231493,0.435651,0.5254850000000001,-0.956018,-0.272308,-0.044119,0.615119,0.602173,1.65815,2.452868,-0.473728,-0.25755100000000003,-0.071423,1.3471819999999999,1.449919,0.530054,-0.36038400000000004,0.64974,-0.16203499999999998,-0.256452,-0.100094,1.195165,-0.5432100000000001,-0.036993,0.321703,-0.217748,0.18027,0.44640100000000005,-0.074424,2.058576,1.42959,0.41055,0.114474,2.294301,-0.008129,-0.24391999999999997,-0.880957,-0.417016,0.341127,0.505418,0.23788,0.5289020000000001,0.648479,-0.389862,3.568916,0.618023,0.859289,-0.484629,1.045118,-0.245495,0.444986,-0.073898,-0.321988,-0.030407999999999998,-0.12117699999999999,-0.053074,0.560737,-0.488397,-0.027117000000000002,-0.256902,0.126462,0.15654500000000002,0.375771,1.0860670000000001,-0.22820300000000002,-0.8753200000000001,2.087326,0.21372600000000003,0.345619,-0.139735,-0.426461,0.48793100000000006,3.024134,-0.071886,0.357577,0.6192949999999999,0.38047800000000004,0.6929,1.313988,1.248839,-0.030749000000000002,0.74407,-0.44552600000000003,0.819974,-2.929087,-0.39963200000000004,-0.250643,-0.946048,0.445341,-0.339699,0.457429,0.32604299999999997,-0.41338400000000003,0.166995,-0.202287,0.553845,0.415108,-0.23012399999999997,-0.258959,-0.417322,-0.5446850000000001,-0.718366,0.16072899999999998,-0.315983,0.282771,-0.5372239999999999,0.8190430000000001,-0.6949390000000001,-0.12106300000000002,-0.52887,0.8013560000000001,0.572282,1.7737740000000002,-0.504733,-2.355354,0.9710709999999999,0.16301,0.7619199999999999,0.616729,-0.094287,0.804796,-0.42314300000000005,0.178054,-0.46433800000000003,-1.643493,-2.6814,0.18373699999999998,0.44922799999999996,-0.559449,-0.46989,0.070761,1.033858
HT29,0.735388,0.081205,0.6545380000000001,-0.525638,-0.26710900000000004,-0.861252,-0.857916,0.154948,-0.35624,1.811636,1.625114,-0.796562,-0.034035,-0.597512,0.029082999999999998,0.6356109999999999,-0.24058000000000002,0.616777,0.224746,-0.473916,-0.150544,-0.14138199999999998,-0.07635499999999999,-0.642935,-1.667193,-2.5488169999999997,-0.21580700000000003,-0.327788,0.211527,-0.560433,0.451546,-0.68838,1.014578,-0.10070499999999999,-0.258424,-0.349312,1.040375,0.620978,-0.362104,-0.12928,-0.050450999999999996,-0.546697,0.084509,0.000147,0.272474,-0.051892999999999995,-0.582782,-0.293437,0.028952999999999996,0.0,0.33045,-2.3469889999999998,0.1143,-0.220096,0.310888,1.1965270000000001,0.7147640000000001,-0.171756,0.778686,0.039139,0.374859,3.094961,-0.21510500000000002,0.29437399999999997,-0.015024000000000001,-0.07725499999999999,-0.143265,-0.229515,0.353003,-0.27831500000000003,4.50994,1.524144,-1.417519,-0.685722,-1.0677889999999999,0.185385,0.7519979999999999,-2.04405,0.069722,0.36292800000000003,-0.023198,0.317101,0.6891550000000001,0.557728,-0.9623729999999999,-1.23607,0.012088,-0.054504,-0.143878,1.5206110000000002,-1.9750869999999998,0.025162999999999998,-0.265766,-0.19675299999999998,0.35681799999999997,0.14285599999999998,-0.023625999999999998,-0.5889449999999999,-0.6139939999999999,-0.143949,0.199441,-0.24666999999999997,0.20764699999999997,1.450776,-0.27028800000000003,-0.610696,0.012522,0.084656,-0.313659,0.462178,-0.39866599999999996,0.8797809999999999,0.702781,-0.193609,0.894058,1.072467,-0.286004,-0.0747,0.10142899999999999,0.341984,0.203293,-0.011906,0.60424,0.91209,-0.017235,-0.278239,0.018141,-2.3197740000000002,0.257,-0.8098420000000001,-0.285957,3.136084,0.041061,0.032411,-0.235992,-0.21845900000000001,0.12784600000000002,0.540154,0.872858,2.2403880000000003,-0.251687,0.075085,-0.9704299999999999,0.632376,-0.08504099999999999,1.166419,-0.715444,-0.47300299999999995,-2.048013,0.408493,0.878099,-0.293376,0.153159,0.043358999999999995,2.3829860000000003,-0.07618899999999999,0.915587,-0.639977,-0.9342969999999999,-0.311873,0.852526,0.239717,-0.29644000000000004,-0.26496,0.126939,-0.308479,0.8458950000000001,1.888155,0.391662,0.878014,-0.21285900000000002,0.5651970000000001,1.002952,-0.212024,-1.143965,-0.6501640000000001,0.99166,-0.33464099999999997,-1.5533569999999999,-0.179385,-0.051144999999999996,0.210519,0.319821,-0.471833,0.348911,0.371241,0.63925,-0.41503500000000004,-0.43998100000000007,0.757065,-0.625826,0.569187,-0.059451,-0.45138,-0.543351,-0.093046,2.53288,-0.397557,0.8729540000000001,1.022427,0.925408,0.539862,0.29837199999999997,-0.38653000000000004,-0.431584,0.153705,-0.550707,1.632089,0.197457,-0.099527,-0.077882,0.34863,0.24018899999999999,0.368299
