Name,SMILE,ATSp8,Smax38,Smax39,Chi5ch,Smax35,Smax36,Smax37,Smax30,Smax31,Smax32,Smax33,EstateVSA0,bcutv9,Chi4c,bcutv7,bcutv4,bcutv5,bcutv2,bcutv3,QNmin,CIC1,Hy,Smin68,SPP,MATSm4,Smax8,Smax34,EstateVSA1,naccr,Smax1,Smax2,Smax3,Smax4,Smax5,Smax6,Smax7,MATSe4,bcute14,bcutp15,Smax55,MATSm5,ATSv8,S44,S45,S46,S47,S40,S41,S42,S43,S48,S49,CIC4,GATSp5,GATSp4,GATSp7,GATSp6,GATSp1,MATSm2,GATSp3,GATSp2,bcutp12,MATSm6,GATSp8,VSAEstate7,Smin78,Chiv6ch,bcutv12,Tac,Smin72,Smin73,Smin70,Smin71,Smin76,Smin77,Smin74,Smin75,bcute12,Chiv9,Chiv8,Smin9,MATSv8,Chiv5,Chiv4,Chiv7,Chiv6,Chiv1,Chiv0,Chiv3,Chiv2,bcutv6,Smin,bcutm9,bcutm8,bcutm7,bcutm6,bcutm5,bcutm4,bcutm3,bcutm2,bcutm1,ATSe1,ATSp2,Chi8,Chi9,ATSp7,ATSp6,ATSp5,ATSp4,Chi2,Chi3,LDI,Chi1,Chi6,Chi7,Chi4,Chi5,SIC5,ndonr,SIC4,TPSA1,MATSe7,bcutv16,QNss,bcutv10,nhal,ATSe2,bcutv13,Chiv4c,SIC6,LogP,SIC1,MATSe6,MATSv4,PEOEVSA1,Smax49,Smax48,S68,S69,Smax45,Smax44,Smax47,S65,Smax41,Smax40,Smax43,Smax42,Smin54,Smin55,Smin56,Chiv5ch,Smin50,nring,Smin52,Smin53,PC2,PC3,PC1,PC6,Smin59,PC4,PC5,Shev,Rnc,Shet,bcutm16,MR,MATSm3,nphos,S9,dchi4,dchi3,dchi2,dchi1,dchi0,S3,S2,S1,EstateVSA7,S7,S6,S5,S4,SIC0,S66,ATSe3,S67,ATSe4,S64,ATSe5,VSAEstate0,VSAEstate1,S19,S18,VSAEstate4,VSAEstate5,VSAEstate6,Smax9,S13,S12,S11,S10,S17,S16,S15,S14,GATSm2,GATSm3,GATSm1,GATSm6,S60,GATSm4,GATSm5,GATSm8,S61,bcutp6,Smax67,Smax66,Smax65,Smax64,Smax63,Smax62,Smax61,Smax60,bcute15,Smax69,Smax68,bcutp16,Smax0,bcutp14,Smin57,ATSe7,bcutp13,bcutp10,bcutp11,bcute13,MATSp1,Smax50,Smin51,MATSe3,QHmax,bcute11,bcute10,Qmin,Smin18,CIC5,ATSv2,CIC6,Smax51,CIC0,CIC3,CIC2,VSAEstate2,bcutp8,bcutp9,bcutp4,Smin58,ATSe6,PEOEVSA10,bcutp1,bcutp2,bcutp3,ncarb,ATSv5,VSAEstate9,kappam1,kappam3,kappam2,bcute7,S39,S38,LogP2,S35,S34,S37,S36,S31,S30,S33,S32,Smin25,Smin24,naro,Smin26,Smin21,Smin20,Smin23,Smin22,Qass,bcute3,PEOEVSA9,PEOEVSA8,Smin29,Smin28,QCmax,phi,MATSp4,Tpc,MATSp3,QOmin,MATSp2,GATSv3,GATSv2,GATSv1,GATSv7,GATSv6,GATSv5,GATSv4,GATSv8,QCss,bcutv11,mChi1,MATSe2,Chiv10,slogPVSA2,slogPVSA3,slogPVSA0,slogPVSA1,ncocl,slogPVSA7,slogPVSA4,slogPVSA5,Chi4ch,slogPVSA8,slogPVSA9,ATSm4,ATSm5,VSAEstate10,slogPVSA11,Chi3ch,Chiv3c,S57,S56,S55,S54,S53,S52,S51,S50,EstateVSA8,S59,S58,PEOEVSA3,Mpc,PEOEVSA2,MATSp7,Smin61,GATSe2,Smin27,EstateVSA4,PEOEVSA0,EstateVSA5,PEOEVSA7,bcute5,EstateVSA6,PEOEVSA6,Smax29,Smax28,PEOEVSA5,MATSp6,MATSp8,Smax23,Smax22,Smax21,Smax20,Smax27,Smax26,Smax25,Smax24,kappa1,EstateVSA2,kappa3,kappa2,EstateVSA3,IC1,IC0,MATSp5,Smax54,AWeight,bcute6,Chiv4ch,TPSA,bcutm10,GATSe1,S79,ncoi,Smin5,Smax58,Smax59,Smax56,Smax57,S73,S72,S75,Smax53,ncof,S76,MATSm7,ATSp3,MATSm1,Smin69,QHss,Smax76,noxy,Smin60,Smin63,Smin62,Smin65,Smin64,Smin67,Smin66,slogPVSA10,Smin43,Smin42,MATSv1,ATSv6,MATSv3,MATSv2,MATSv5,Smin41,MATSv7,MATSv6,GATSe8,VSAEstate3,Smin8,nta,GATSe3,ntb,GATSe6,GATSe7,GATSe4,GATSe5,knotpv,PEOEVSA4,Weight,Chiv3ch,ndb,SIC2,EstateVSA10,QNmax,VSAEstate8,bcutv14,bcute4,UI,bcute2,bcute1,LabuteASA,bcutv15,Mnc,ATSv3,bcute9,bcute8,SIC3,knotp,MATSe8,nsb,slogPVSA6,ATSv4,Smax78,MATSm8,ATSv7,Chiv4pc,Smax71,Smax72,Smax73,Smax74,Smax75,Shal,Smax77,nnitro,Chi3c,QOss,Smin40,Smin47,Smin46,Smin45,Scar,Smin49,Smin48,ncobr,MATSe1,IC2,S62,MRVSA9,MRVSA8,MRVSA5,MRVSA4,MRVSA7,MRVSA6,MRVSA1,MRVSA0,MRVSA3,GATSm7,ATSm1,EstateVSA9,Qmax,Smin44,bcutm14,Tnc,bcutp5,QHmin,bcute16,S78,Smax,bcutp7,MATSe5,Smin36,Smin37,Smin34,Smin35,Smin32,Smin33,Smin30,Smin31,MRVSA2,nhyd,Smin38,Smin39,Smax12,Smax13,Smax10,Smax11,Smax16,Smax17,Smax14,Smax15,ATSe8,Smax18,Smax19,bcutv1,S71,S63,PEOEVSA13,PEOEVSA12,PEOEVSA11,S70,nsulph,DS,ATSm8,Save,Smax46,Smax52,Smin12,S74,QCmin,Mac,S77,IC3,nhet,ATSv1,nhev,IC6,IC5,IC4,Smin6,Smin7,Smin4,QOmax,Smin2,Smin3,Smin0,Smin1,ATSp1,Smax70,Chi4pc,S22,S23,S20,S21,S26,S27,S24,S25,ATSm6,S28,S29,ATSm2,bcutm15,ATSm3,nrot,S8,bcutm12,Smin10,Smin11,Rpc,Smin13,Smin14,Smin15,Smin16,Smin17,Chi10,Smin19,bcutv8,ATSm7,bcutm13,Chi0,bcutm11,Chi6ch
5-FU,O=c1[nH]cc(F)c(=O)[nH]1,0.0,0.0,0.0,0.0,0.0,0.0,11.985,0.0,0.0,0.0,0.0,17.066,2.097,0.0,0.016,1.284,1.128,2.825,2.624,-0.311,0.5,-1.409,0.0,0.636,-0.504,0.0,10.189,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.414,0.0,0.0,0.0,1.698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.117,1.248,0.0,0.0,1.137,-0.175,1.059,0.839,0.201,0.0,0.0,11.985,0.0,0.018,0.192,2.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.213,0.393,0.014,0.058,2.175,4.272,0.774,1.42,0.856,-1.001,1.903,0.0,0.418,1.156,1.534,1.944,2.837,3.106,3.979,2.464,2.026,0.0,0.0,0.0,0.0,0.135,0.817,3.873,2.86,0.436,4.198,0.544,0.186,1.817,1.332,0.954,2.0,0.907,65.72,0.0,0.0,0.171,1.225,1.0,2.805,0.162,0.0,0.907,-1.762,0.861,0.0,-0.314,9.779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,13.0,9.0,8.0,0.0,13.0,14.0,34.0,0.24,35.99,0.0,28.506,-0.052,0.0,0.0,1.423,2.086,2.453,2.024,2.582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.611,0.0,2.704,0.0,1.958,0.0,1.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.709,0.0,0.0,-0.991,0.0,0.0,0.0,0.914,1.071,0.882,0.0,0.0,1.411,0.739,0.0,0.0,0.871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148,1.248,1.116,0.0,-0.332,0.0,0.0,-0.116,0.175,0.789,0.9,-0.311,0.0,0.167,2.113,0.333,0.0,1.396,0.167,0.333,0.0,0.0,2.12,1.255,0.0,0.0,0.0,3.752,2.805,2.609,4.0,0.19,0.0,5.741,1.042,1.848,0.71,0.0,11.985,3.103,20.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.697,6.0,0.0,0.0,0.0,0.0,0.0,0.643,2.919,0.0,0.0,0.0,0.0,0.325,1.179,-0.325,1.296,-0.127,-0.266,-0.038,1.083,0.84,1.098,0.0,0.0,0.086,1.28,0.0,0.233,1.108,0.466,-0.137,0.0,0.0,5.817,11.249,9.968,0.0,0.0,0.0,15.786,0.0,0.0,4.39,1.98,1.134,0.0,0.0,0.0,0.157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,0.185,4.795,0.0,0.0,0.891,0.0,0.0,4.984,4.984,6.197,1.737,4.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.954,7.111,6.197,1.704,2.722,0.0,3.085,2.189,1.511,0.0,14.117,1.505,0.0,65.72,1.029,0.949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.725,-0.173,0.0,0.067,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.305,0.0,-0.15,-0.05,1.593,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.092,0.0,0.0,0.0,1.394,0.264,0.049,0.0,127.054,0.0,2.0,0.907,0.0,-0.272,22.015,0.0,1.944,3.17,3.113,4.002,48.359,0.0,-0.259,1.827,1.844,0.461,0.954,0.718,0.0,1.0,0.0,0.932,0.0,0.0,0.0,0.206,0.0,0.0,0.0,0.0,0.0,11.985,0.0,2.0,0.76,0.132,0.0,0.0,0.0,0.0,-1.9898148148148143,0.0,0.0,0.0,-0.207,3.252,0.0,0.0,0.0,0.0,0.0,0.0,32.852,0.0,4.39,0.0,0.0,2.478,13.979,0.325,0.0,0.0,-1.296,1.136,0.085,0.0,0.0,11.985,0.025,1.83,0.0,11.985,10.165,0.0,0.0,0.0,0.0,0.0,9.968,3.0,0.0,0.0,0.0,0.0,0.0,0.709,-0.991,0.0,0.0,0.0,0.0,0.0,0.0,3.771,0.0,0.0,5.69,5.559,5.817,0.0,2.0,12.986,0.0,3.778,0.0,0.0,0.0,0.0,0.047,0.216,0.0,3.418,5.0,1.976,9.0,3.252,3.418,3.252,0.0,0.0,0.0,-0.248,0.0,0.0,0.0,0.0,1.906,0.0,1.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.651,0.0,0.0,0.0,2.824,0.0,2.738,0.0,0.0,0.23,0.0,0.709,0.251,0.0,0.0,0.0,-0.991,0.0,0.0,0.0,0.0,0.0,0.034,6.853,0.946,0.068
ABT-888,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,1.15,0.0,0.0,0.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.907,1.983,0.144,2.359,2.996,2.784,3.62,3.175,-0.366,1.817,-3.012,0.0,0.616,-0.107,1.135,11.378,5.539,3.0,0.0,0.0,0.0,0.0,0.0,2.127,0.0,-0.105,0.877,1.029,0.0,0.123,1.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.846,1.176,1.022,0.777,0.868,0.033,1.036,0.846,1.473,-0.067,2.967,0.0,0.0,0.024,1.465,3.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.188,0.177,0.332,0.0,-1.149,1.572,2.589,0.575,0.942,6.141,10.286,3.67,5.014,2.405,-0.441,1.959,2.147,2.391,2.552,2.75,3.088,3.315,3.653,4.08,3.111,3.219,1.648,0.96,2.286,2.636,2.778,2.968,8.292,6.999,0.21,8.6,3.268,2.482,5.831,4.392,0.926,3.0,0.926,83.8,0.161,0.761,0.396,1.821,0.0,3.526,1.274,0.088,0.926,0.778,0.643,-0.066,-0.124,4.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116,0.0,3.0,0.0,0.0,30.0,41.0,20.0,78.0,0.0,54.0,65.0,41.083,0.207,28.055,0.807,69.633,-0.131,0.0,3.172,3.242,3.33,3.278,2.459,2.465,0.0,0.0,0.0,22.208,2.127,0.0,0.0,0.0,0.306,0.0,3.469,0.0,3.378,0.0,3.099,0.0,0.0,-0.131,1.52,0.0,0.0,0.0,0.0,0.0,5.436,0.0,0.0,1.347,-0.441,0.0,0.0,0.756,0.962,0.78,0.756,0.0,1.134,0.968,3.537,0.0,2.397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.738,0.0,1.068,0.0,2.699,1.279,1.825,1.606,0.94,-0.146,0.0,0.0,-0.131,0.168,1.398,1.647,-0.366,-0.131,0.375,3.258,0.375,0.0,3.533,0.375,0.75,0.0,2.165,1.985,2.993,0.0,2.831,0.0,3.987,3.622,3.167,13.0,2.812,0.0,11.224,1.709,3.812,2.649,0.0,0.0,0.606,11.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.292,10.0,0.0,0.0,5.367,3.449,0.0,0.698,3.378,11.341,16.619,0.0,4.569,0.25,2.377,-0.131,1.762,-0.123,-0.269,0.011,1.016,0.819,0.843,1.1,0.772,0.88,1.163,3.14,0.114,1.626,0.43,0.034,0.093,5.539,0.0,11.05,22.42,0.0,11.033,35.948,18.199,0.0,0.0,0.0,3.381,3.102,0.0,0.0,0.0,0.882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.734,0.0,0.0,0.0,0.08,4.984,0.242,0.0,0.749,0.0,0.0,16.034,6.066,0.0,2.969,12.133,38.443,0.0,4.569,6.066,-0.074,-1.13,3.449,0.0,0.0,5.367,0.0,0.0,0.0,3.292,13.005,11.08,2.284,4.836,30.728,3.271,1.555,0.16,0.0,12.676,2.663,0.0,83.8,1.799,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,3.116,-0.117,0.0,0.115,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.138,2.66,-0.127,0.019,0.151,0.0,0.222,-0.072,3.58,0.0,0.996,34.0,0.955,0.0,0.754,1.319,1.131,0.979,0.794,0.0,228.17,0.0,1.0,0.853,0.0,-0.231,41.083,1.077,3.182,3.585,3.742,4.105,104.777,1.061,-0.147,3.163,1.895,2.364,0.926,2.269,-1.166,9.0,0.0,3.021,0.0,-1.167,2.327,1.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.719,0.073,0.0,0.0,0.0,0.0,13.02859867094986,0.0,0.0,0.0,-0.114,4.337,0.0,16.941,0.0,6.545,25.304,0.0,29.587,0.0,4.795,5.734,1.296,3.113,4.795,0.25,0.0,1.143,-1.762,2.8,0.025,0.454,0.0,11.378,2.375,0.12,0.0,0.0,11.378,0.0,0.0,0.0,0.0,0.0,15.285,16.0,0.0,0.0,0.0,0.0,0.0,1.913,0.878,0.858,0.0,-0.441,1.788,-0.131,0.0,3.996,0.0,0.0,0.0,5.907,0.0,0.0,1.0,11.819,1.791,2.282,0.0,0.0,0.0,0.0,-0.059,0.104,0.0,4.712,5.0,2.911,18.0,4.712,4.712,4.712,2.127,0.0,0.0,-0.269,0.0,0.0,0.0,0.0,2.881,0.0,3.988,0.0,0.0,0.0,5.367,0.0,0.0,3.449,3.292,2.833,0.0,4.569,3.529,1.015,3.473,2.0,0.0,1.352,0.0,1.708,0.142,0.0,0.0,-0.441,0.469,0.662,0.616,0.0,2.154,2.702,1.194,12.751,1.654,0.068
AZD1775,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,3.632,0.0,0.0,0.064,0.0,0.0,0.0,0.0,1.651,0.0,10.477,5.601,2.043,0.289,3.072,3.479,3.349,3.812,3.725,-0.369,2.903,-3.801,0.0,0.662,0.035,1.05,13.181,12.104,10.0,0.0,0.0,0.0,0.0,0.0,2.145,3.789,0.034,1.398,1.437,0.0,-0.017,3.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.786,0.994,0.961,1.069,0.954,1.083,-0.016,1.074,0.987,1.835,0.012,1.282,3.162,0.0,0.114,1.831,6.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.618,0.424,0.698,0.0,-0.147,3.175,4.44,1.186,1.895,12.347,21.425,6.548,9.821,3.27,-1.138,1.977,2.96,3.184,3.302,3.435,3.568,3.788,3.854,4.179,3.826,3.854,4.426,3.273,3.779,3.811,3.877,3.86,16.922,13.794,0.227,17.741,7.495,5.887,11.59,10.08,0.871,2.0,0.871,104.34,-0.095,1.364,0.574,2.0,0.0,4.219,1.793,0.112,0.871,2.886,0.525,0.012,0.045,4.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,5.0,0.0,0.0,60.0,80.0,41.0,174.0,0.0,108.0,146.0,81.583,0.118,48.494,1.372,145.796,-0.047,0.0,4.374,7.15,7.247,7.101,5.393,4.731,0.0,0.0,0.0,50.844,5.484,0.0,0.0,0.0,0.254,0.0,4.269,0.0,4.219,0.0,4.211,0.0,0.0,-1.138,0.784,0.0,0.0,0.0,0.0,0.0,15.049,1.644,0.0,3.344,0.0,0.0,0.0,0.942,1.015,0.944,0.903,0.0,0.942,0.966,1.362,0.0,3.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.219,0.0,0.0,1.354,0.0,1.575,0.0,4.107,1.789,2.006,1.947,1.597,-0.219,0.0,0.0,-0.046,0.211,1.78,1.857,-0.384,-1.138,0.786,3.9,0.786,0.0,4.556,1.013,1.465,0.0,2.84,2.061,3.476,0.0,4.142,11.465,3.996,3.811,3.722,27.0,3.918,0.0,24.665,4.979,9.794,3.273,0.0,0.0,8.329,13.181,10.477,0.0,0.0,0.0,4.709,0.0,3.162,0.0,0.0,22.0,0.0,0.0,0.0,3.254,0.0,1.193,3.83,10.987,12.239,2.332,4.398,0.278,6.529,0.048,3.245,-0.06,-0.384,0.006,1.056,0.974,1.043,1.087,0.938,0.985,0.955,1.307,0.248,1.937,0.433,-0.017,0.243,12.146,0.0,15.776,67.549,0.0,16.851,19.541,66.111,0.0,0.0,17.323,4.223,4.214,0.0,0.0,0.0,1.651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.984,0.0,0.0,4.984,0.069,19.332,-0.079,0.0,0.938,0.0,16.566,20.223,42.804,43.751,3.507,12.133,57.293,2.377,4.69,12.142,-0.002,-0.161,3.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.526,28.494,6.503,12.25,31.866,3.205,1.552,-0.028,0.0,12.658,3.418,0.0,104.34,1.941,0.932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.094,3.896,-0.184,0.0,0.152,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21,3.852,-0.056,-0.001,-0.024,0.0,-0.084,0.003,1.368,0.0,0.264,69.0,1.011,0.0,0.899,1.133,0.94,0.965,0.911,6.579,468.351,0.0,2.0,0.76,0.0,-0.192,78.421,1.593,3.663,4.644,3.907,4.189,215.048,1.444,-0.148,3.943,1.893,3.081,0.834,3.269,-0.099,17.0,0.0,3.904,0.0,-0.104,3.818,2.563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.419,0.219,0.0,0.0,0.0,0.0,33.08900677700696,0.0,0.0,0.0,-0.181,4.643,0.0,28.357,5.818,43.443,25.993,0.0,77.364,0.0,5.107,0.0,1.128,3.829,9.901,0.278,0.0,1.627,-3.245,3.351,0.026,1.084,0.0,13.181,3.055,-0.017,0.0,0.0,13.181,0.0,0.0,10.477,0.0,1.511,29.215,32.0,0.0,0.0,0.0,0.0,1.644,2.092,1.183,0.416,0.0,0.0,4.007,-1.138,0.0,4.014,0.0,0.0,0.0,5.559,5.948,0.0,2.0,14.32,4.01,2.205,0.0,0.0,0.0,0.0,-0.101,0.094,0.0,5.096,10.0,3.556,37.0,5.322,5.322,5.322,1.67,3.789,0.0,-0.267,0.0,0.0,0.0,0.0,3.513,0.0,6.688,0.0,0.0,0.0,0.0,0.0,0.0,3.254,0.0,4.146,0.0,13.711,4.222,1.393,4.272,7.0,3.789,1.795,1.644,1.529,0.086,0.0,0.0,0.0,0.364,0.369,2.28,0.0,2.846,4.11,1.752,26.156,1.843,0.318
BEZ-235,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,3.816,0.0,0.0,0.064,0.0,0.0,0.0,0.0,1.727,0.0,0.0,5.415,2.152,0.204,2.948,3.638,3.37,3.96,3.837,-0.293,3.022,-4.308,0.0,0.626,-0.115,0.0,13.407,5.69,6.0,0.0,0.0,0.0,0.0,0.0,1.883,0.0,-0.116,1.386,1.383,0.0,-0.039,3.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.615,1.097,1.111,0.795,1.161,0.94,0.248,1.126,0.635,1.835,-0.178,1.362,3.351,0.0,0.114,1.826,4.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.611,0.63,0.964,0.0,-0.173,3.391,4.737,1.494,2.207,11.748,20.227,6.934,9.601,3.281,-0.609,2.126,2.888,3.053,3.325,3.402,3.708,3.843,3.999,4.235,3.786,4.027,5.485,4.245,3.861,3.866,3.936,4.0,16.443,15.084,0.148,17.369,8.443,6.956,12.407,10.78,0.905,0.0,0.896,76.5,0.095,1.19,0.322,2.054,0.0,4.197,1.671,0.125,0.905,5.894,0.486,-0.177,-0.11,19.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,6.0,0.0,0.0,62.0,89.0,41.0,211.0,0.0,121.0,168.0,79.083,0.133,35.514,1.249,143.193,-0.125,0.0,0.0,7.67,8.15,6.841,5.621,4.799,0.0,0.0,0.0,34.236,5.53,0.0,0.0,0.0,0.243,0.0,4.311,0.0,4.206,0.0,4.142,0.0,0.0,-0.609,5.27,0.0,0.0,0.0,0.0,0.0,27.544,0.0,0.0,3.651,0.0,2.333,0.0,0.555,1.129,0.839,1.146,0.0,1.145,1.184,1.469,0.0,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.237,0.0,0.0,1.178,0.0,1.529,0.0,4.048,1.664,2.055,1.998,1.55,-0.135,0.0,0.0,-0.125,0.086,1.896,1.971,-0.293,-0.609,0.56,4.047,0.56,0.0,4.455,0.818,1.628,0.0,2.834,2.155,3.632,0.0,4.067,0.0,4.133,3.957,3.84,30.0,3.96,0.0,21.752,3.402,7.891,3.114,0.0,0.0,34.737,13.407,0.0,0.0,0.0,0.0,0.0,0.0,3.351,9.499,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.644,3.888,0.0,45.435,0.0,4.62,0.333,4.768,-0.107,2.206,-0.124,-0.247,0.227,1.128,0.61,0.911,0.815,1.157,1.121,1.122,1.394,0.188,1.994,0.424,0.248,0.381,12.463,11.331,5.69,19.102,0.0,49.654,19.411,89.985,0.0,0.0,0.0,4.207,4.144,0.0,0.0,0.0,1.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.262,0.06,4.795,0.161,0.0,0.549,0.0,0.0,0.0,22.379,29.58,3.473,74.642,61.373,0.0,4.636,36.398,-0.194,-0.167,0.0,0.0,0.0,0.0,0.0,0.0,9.499,0.0,26.234,0.0,4.816,10.525,55.217,2.861,1.427,-0.052,0.0,12.399,3.387,0.0,76.5,2.034,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4.102,-0.113,0.0,0.073,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.129,3.891,-0.125,0.236,-0.047,0.0,0.143,-0.191,1.477,0.0,0.0,59.0,1.129,1.0,1.144,0.869,1.148,1.192,1.433,0.0,446.364,0.0,1.0,0.723,0.0,-0.197,75.732,1.539,3.746,5.129,4.03,4.249,207.257,1.389,-0.1,4.128,2.079,3.003,0.861,4.814,-0.183,7.0,0.0,4.025,0.0,-0.182,3.882,3.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.074,0.061,0.0,0.0,0.0,0.0,43.56895445909834,0.0,0.0,0.0,-0.111,4.255,0.0,32.839,22.884,0.0,19.262,0.0,101.238,5.262,0.0,7.048,0.864,3.788,10.056,0.333,0.0,1.538,-2.206,3.372,0.025,0.946,0.0,13.407,2.941,-0.038,0.0,0.0,13.407,0.0,0.0,0.0,0.0,1.624,19.102,23.0,0.0,0.0,0.0,0.0,0.0,2.13,1.004,1.073,2.333,0.0,4.064,-0.609,0.0,4.141,0.0,0.0,5.69,0.0,0.0,0.0,1.0,14.017,4.067,2.197,0.0,0.0,0.0,0.0,-0.062,0.075,0.0,5.065,6.0,3.642,36.0,5.323,5.323,5.268,1.763,0.0,0.0,-0.247,0.0,0.0,0.0,0.0,3.62,0.0,7.888,0.0,0.0,0.0,0.0,9.499,0.0,0.0,0.0,4.069,0.0,9.256,4.199,1.376,4.313,3.0,0.0,1.724,0.0,1.75,0.151,0.0,2.333,0.0,0.744,0.753,3.117,0.0,2.832,4.05,1.682,25.026,1.98,0.358
